# Omega_m, Omega_b, h, n_s, sigma_8
3.795059241354465929e-01 5.197523418813944363e-02 5.459264390170573966e-01 9.073796879500151125e-01 8.262456025928258674e-01
2.766474731266498344e-01 4.792182285338640602e-02 8.407508034259081331e-01 1.141899134963750839e+00 6.114809051156043784e-01
2.962934155017137305e-01 5.038073498755693547e-02 6.950942203402519226e-01 8.994020566344261836e-01 9.821472179144621339e-01
3.973578143864869849e-01 4.944881383329630120e-02 7.932386007159948349e-01 1.053075406327843577e+00 7.547247946262359841e-01
4.175197031348943932e-01 6.154406294226646978e-02 5.546859342604875120e-01 9.685484793037175688e-01 6.601789120584725667e-01
1.138290818780660629e-01 3.874446600675583025e-02 8.586896114051342233e-01 1.183930493146180929e+00 8.767008490860461745e-01
1.633846916258335225e-01 6.994466971606017047e-02 7.150457132607698219e-01 1.117383399233222052e+00 8.224862020462750944e-01
4.679649002850055917e-01 3.026519026607274801e-02 6.231513045728206412e-01 9.332629926502704620e-01 6.405349701642989446e-01
3.469126135110854880e-01 5.815145947039127711e-02 8.367344871163369113e-01 1.049029050767421811e+00 7.444615636020899263e-01
2.467378020286560281e-01 4.159942142665386255e-02 5.264808412641286406e-01 8.016188833862543106e-01 9.185640670359134230e-01
2.034282181411981583e-01 6.478120081126689800e-02 8.104977216571569443e-01 9.142886754125356674e-01 7.769430674612521903e-01
3.029175225645304170e-01 3.508705355226993811e-02 5.027830287814140098e-01 1.136406562477350279e+00 9.604203794151544571e-01
4.822721224278211372e-01 5.329560723155737229e-02 7.384060077369213326e-01 8.459350004792214328e-01 8.549739032983779685e-01
1.863821696490049473e-01 4.671913575381041184e-02 6.498320180922746436e-01 1.004761743918061168e+00 6.823971014469861762e-01
1.359491787850856948e-01 5.551946610212326466e-02 5.809255622327327284e-01 1.096259273588657379e+00 6.184172041714190993e-01
4.327043049037456734e-01 4.457287773489952004e-02 8.823902834206820422e-01 8.561693433672190601e-01 8.443139497190713660e-01
3.524853423237800376e-01 6.638494197279215525e-02 6.717367883771657722e-01 1.165404831990599632e+00 9.403918981552124023e-01
2.538612112402915955e-01 3.356091219931840730e-02 7.665607467293740207e-01 9.870253302156924979e-01 7.223439048975706100e-01
2.591390617191791645e-01 5.641659371554852420e-02 8.748671203851700051e-01 8.109330989420414637e-01 8.092116851359605345e-01
3.597104109823704432e-01 4.359853364527225411e-02 5.634410928934812102e-01 1.038418984040617943e+00 6.288094125688076241e-01
4.301728010177612305e-01 6.540951576083899044e-02 7.777936998754739761e-01 9.292950753122568575e-01 7.374361183494329008e-01
1.259776860475540217e-01 3.445913147181272479e-02 6.855084098875522391e-01 1.120058514177799225e+00 9.005894854664802107e-01
1.764227915555238724e-01 6.325828880071640570e-02 5.415470335632562859e-01 1.178523815050721124e+00 9.985480714589357598e-01
4.797283191233873145e-01 3.668778762221336365e-02 8.467230327427387460e-01 9.689971938729285972e-01 7.633240215480328050e-01
3.101548966020345466e-01 5.489524904638529157e-02 6.073521137237548606e-01 1.059385023266077086e+00 6.703287895768880178e-01
2.086939599364996123e-01 4.519730646163225285e-02 7.058874350041151047e-01 8.881375309079885261e-01 8.915510043501853055e-01
2.410660617053508870e-01 6.842208225280047018e-02 6.336056780070066230e-01 9.754165980964899507e-01 6.004418417811393516e-01
3.400874935090542062e-01 3.186621014028787752e-02 7.296020179986953957e-01 1.172153256833553314e+00 8.372892495244741440e-01
4.701086148619652016e-01 5.975142583251000228e-02 5.181790985167026298e-01 8.562786705791950448e-01 9.286671333014965279e-01
1.737378194928169139e-01 4.007787793874741100e-02 8.200347010046243890e-01 1.091292693838477046e+00 7.090686548501252684e-01
1.241700951009988840e-01 5.127696584910154676e-02 7.515433795750141588e-01 1.007777822762727649e+00 7.917924776673317400e-01
4.196757171303033829e-01 4.847353544086217825e-02 6.617970678955316099e-01 8.415254142135382143e-01 9.705710377544164436e-01
3.905203890055418681e-01 6.056773997843266366e-02 8.982382994145154953e-01 1.126139125600457147e+00 8.635738633573055711e-01
2.906337838619947878e-01 3.964175097644329071e-02 5.901326656341552290e-01 9.231656536459922346e-01 6.987971622496843560e-01
2.854258283972740395e-01 6.209586612880230172e-02 7.490720305591821448e-01 1.068150248378515244e+00 9.202203102409839408e-01
3.832246497273444907e-01 3.804625011980533600e-02 6.376464076340198073e-01 8.843043100088835429e-01 7.428098920732736365e-01
4.003597728908062647e-01 5.107901778072118648e-02 8.019803225994110996e-01 1.199788271263241723e+00 6.482441842555999312e-01
1.059897862374782618e-01 4.889707755297422603e-02 5.096953909844159636e-01 9.526647776365280151e-01 8.147785078734159914e-01
1.556422900408506449e-01 5.759967535734177024e-02 6.657889455556869063e-01 9.486552346497774124e-01 8.844224669039248976e-01
4.507065515965223979e-01 4.229761824011803173e-02 7.709645878523587736e-01 1.102017113566398532e+00 6.524588260799646378e-01
3.328778687864542007e-01 6.924640599638223759e-02 5.816001538187265396e-01 8.177940271794796878e-01 7.563930600881576538e-01
2.357733223587274718e-01 3.081690747290849464e-02 8.801350690424443179e-01 1.032876778766512960e+00 9.804835360497236030e-01
2.144359946250915527e-01 5.275364596396685257e-02 5.578870959579944611e-01 1.145548881962895393e+00 7.146346908062696235e-01
3.169104963541030662e-01 4.742719355970621831e-02 8.538830313831567986e-01 9.051722764968872514e-01 9.480995923280716164e-01
4.994867928326129913e-01 6.407322868704795615e-02 6.924788039177656174e-01 1.014686810225248426e+00 8.426577065140008482e-01
1.941667236387729645e-01 3.562910050153732244e-02 7.943340480327606423e-01 8.360328417271376544e-01 6.200688757002353890e-01
1.438321527093648911e-01 6.692688416689634989e-02 8.256901394575835162e-01 8.649942986667156219e-01 6.807288359850645065e-01
4.498220827430486901e-01 3.285287346690893284e-02 5.359441846609115379e-01 1.087411449477076575e+00 8.566375851631164995e-01
3.665752101689577769e-01 5.622741915285588143e-02 7.223789311945438829e-01 9.966329950839281082e-01 9.526987615972757339e-01
2.647705692797899246e-01 4.403084985911846078e-02 6.142737034708261046e-01 1.155771207809448198e+00 7.846631534397602303e-01
2.675688277930021730e-01 5.453680854290723912e-02 7.098004721105098946e-01 9.003640577197075112e-01 6.270613372325897217e-01
3.637807410210370795e-01 4.548721190541982901e-02 6.018905509263277054e-01 1.147378209605812938e+00 8.105752598494291306e-01
4.463417295366526316e-01 6.351996012032032346e-02 8.381238814443350282e-01 8.320027913898230265e-01 9.050845213234424147e-01
1.473086629062891062e-01 3.633803926408291085e-02 5.485732451081275496e-01 1.015737957507371947e+00 7.325443271547555923e-01
1.969619318842887878e-01 6.511934388428927689e-02 6.800331082195043564e-01 1.082066091522574380e+00 7.682043403387069924e-01
4.966892734169959800e-01 3.481730554252862597e-02 7.816930100321770603e-01 8.670677848160267542e-01 9.940644543617963569e-01
3.134331993758678880e-01 5.676607444882393605e-02 5.704779915511608568e-01 1.151204077899456113e+00 8.901744820177555084e-01
2.179155610501766205e-01 4.333659470081329540e-02 8.662786442786455376e-01 9.979282651096582635e-01 6.720898542553186417e-01
2.323204394429922159e-01 6.031209051609039834e-02 5.940337050706148148e-01 8.851601537317037582e-01 8.327934477478265984e-01
3.363330211490392907e-01 3.998561933636665677e-02 8.927639387547969818e-01 1.063924888521432965e+00 6.053343929350375463e-01
4.534773457795381324e-01 5.163167331367730928e-02 6.532102957367896812e-01 9.542987897992134538e-01 7.108174901455640571e-01
1.528691846877336669e-01 4.818752635270356910e-02 7.585812445729971376e-01 1.194784731045365422e+00 9.273027926683425903e-01
1.025338470935821533e-01 5.940782390534878055e-02 8.145710274577140364e-01 1.103507693111896559e+00 9.719467941671610101e-01
4.038118690252304743e-01 4.033379383385181371e-02 5.220908131450414658e-01 9.442834082990885225e-01 7.900321729481220023e-01
3.859984941780567613e-01 6.870835896581412028e-02 7.366261441260576470e-01 1.035145586356520653e+00 6.939176034182310548e-01
2.826557733118534310e-01 3.151177030056714901e-02 6.250051788985728773e-01 8.126439847052098209e-01 8.680567145347595215e-01
2.879579771310091241e-01 6.897473555058242223e-02 8.855985905975103378e-01 1.170857959985732943e+00 7.379173662513494047e-01
3.931924063712358697e-01 3.115665670484304289e-02 5.776883110404014143e-01 9.799837548285722510e-01 9.247161343693732771e-01
4.232289310544729011e-01 5.796765752136708028e-02 7.639403335750103441e-01 1.089219228550791785e+00 8.161428231745958550e-01
1.206207241863012369e-01 4.201725445687770621e-02 6.743892926722765413e-01 8.616240076720714791e-01 6.464953266084193517e-01
1.710650630295276753e-01 5.073892582207918667e-02 5.057942233979701996e-01 8.404742877930403422e-01 6.542191084474324736e-01
4.727836824953556283e-01 4.916840527206659678e-02 8.074545312672853914e-01 1.011807852238416627e+00 8.830466851592063682e-01
3.436376512050628440e-01 6.237588599324227212e-02 6.462330278009176254e-01 9.213362991809844749e-01 9.760007072240114434e-01
2.375136345624923873e-01 3.767792403697967779e-02 7.420340374112128767e-01 1.130947371199727103e+00 7.612726442515850289e-01
2.122685316950082834e-01 5.586333215236664179e-02 6.197492584586143938e-01 1.043568999692797705e+00 9.467360429465770943e-01
3.065780553966760413e-01 4.430747941136360668e-02 7.184798505157232729e-01 8.086643181741237640e-01 7.163827884942293167e-01
4.770311485975980981e-01 6.719267580658197514e-02 5.289075154811143653e-01 1.124430361390113875e+00 6.249606415629386236e-01
1.791222732514143046e-01 3.251914728432893364e-02 8.342788688838482791e-01 9.278044749051332918e-01 8.381626483052968535e-01
1.295553140342235732e-01 6.379694186151027568e-02 7.904212404042483264e-01 9.740007549524307695e-01 8.611211799085140006e-01
4.265990160405636056e-01 3.599353022873401364e-02 6.979406200349330680e-01 1.176889782026409925e+00 6.758484918624162452e-01
3.570101901888848017e-01 5.308771606534719301e-02 8.624824360013008118e-01 8.923628639429808107e-01 7.829021111130713972e-01
2.618354931473731995e-01 4.716174583882093430e-02 5.508611138910055605e-01 1.058529206365346864e+00 9.540753092616796049e-01
2.503106690943240897e-01 6.282168686389924539e-02 6.593658220022916572e-01 1.131592210382223129e+00 6.643699530512093832e-01
3.560381479561328666e-01 3.688974693417548800e-02 7.539945095777511597e-01 9.161241244524717109e-01 8.978959031403064284e-01
4.353774398565292136e-01 5.398501489311456625e-02 5.935424305498600006e-01 1.000737826898693950e+00 9.924005758017301337e-01
1.332737267017364557e-01 4.618539918214083217e-02 8.948117975145578606e-01 8.469800263643265659e-01 7.698727905750274436e-01
1.828285772353410721e-01 5.746436677873134613e-02 7.258015938103199449e-01 8.508179116994143421e-01 7.308928523212671058e-01
4.858218777924776521e-01 4.278486795723438624e-02 6.374229345470666663e-01 1.098338845372200057e+00 9.067405797541141510e-01
3.055937137454748376e-01 6.567115660756826789e-02 8.228567045181989226e-01 9.824642740190029366e-01 8.028673809021711349e-01
2.007558222860097996e-01 3.411909919232129773e-02 5.153373062610626665e-01 1.166694016382098242e+00 6.347707480192184004e-01
2.494384072721004542e-01 5.233963590115309206e-02 8.493511646986007246e-01 1.053925116732716605e+00 8.697205930948257446e-01
3.442158035933971516e-01 4.764550801366568278e-02 5.389021646231413332e-01 8.951828181743621826e-01 6.922491531819104926e-01
4.643868938088416831e-01 6.085404224693775899e-02 7.026745561510324700e-01 1.185570638626813889e+00 7.977520741522312608e-01
1.669588610529899597e-01 3.927759014070034138e-02 6.105848766863346544e-01 9.635388176888227685e-01 9.642253730446099791e-01
1.165266308933496503e-01 6.800037730485200549e-02 5.670447263866662535e-01 9.347474984824657440e-01 9.350106716156005859e-01
4.148198369890451209e-01 3.205380771309137428e-02 8.712436981499195321e-01 1.113017658516764596e+00 7.031080793589353783e-01
3.937828581780195014e-01 5.886585310101509483e-02 6.824896156787871870e-01 8.038937646895647493e-01 6.069858677685260329e-01
2.998706351965665928e-01 4.104184210300445418e-02 7.808293264359236208e-01 1.043872922658920288e+00 8.311373893171548621e-01
2.801243916153908220e-01 5.850960433483123890e-02 5.335186846554279549e-01 9.896174110472202301e-01 7.502412043511867967e-01
3.760267421603202820e-01 4.130922034382820268e-02 8.281477306038140807e-01 1.161250239238142967e+00 9.870275635272264259e-01
4.090900324285030587e-01 6.968270275741816899e-02 6.176769595593214479e-01 8.704717937856912835e-01 8.784618929028511491e-01
1.097588472068309895e-01 3.061464298516511709e-02 7.189467310905456321e-01 1.080394335091114044e+00 6.588023688644170095e-01
1.601062934845686181e-01 6.183392010629177454e-02 8.500891160219907761e-01 1.021710068359971135e+00 6.418985240161418915e-01
4.587432038038968818e-01 3.838597722351551333e-02 5.617100507020950095e-01 8.305491879582405090e-01 8.207381058484315428e-01
3.263735685497522465e-01 5.003093954175710789e-02 7.971503056585789171e-01 1.140063706785440445e+00 9.136723026633262190e-01
2.297769431024789810e-01 4.971043806523084418e-02 6.896305505186319795e-01 9.121940191835165024e-01 7.489566262811422348e-01
2.200595825910568459e-01 6.664088707417251123e-02 7.735869739204646045e-01 8.248164329677820650e-01 9.586601015180349350e-01
3.237862527370453103e-01 3.321733947843313189e-02 6.631376154720782790e-01 1.027393989264965057e+00 7.783188506960868613e-01
4.910176493227481620e-01 5.516505427658557892e-02 8.769286990165710005e-01 9.431709118187427965e-01 6.868799317628144774e-01
1.901365466415882166e-01 4.485918246209621985e-02 5.848386149853468385e-01 1.109037991985678762e+00 8.500943236052989072e-01
1.404711689800024199e-01 5.363952387124300281e-02 6.412435322999954224e-01 1.192773348838090719e+00 8.492064800113439116e-01
4.406824108213186486e-01 4.646353457123041097e-02 7.454429101198911667e-01 9.581431355327367783e-01 6.139213815331459045e-01
3.741214949637651221e-01 6.449523881077767751e-02 5.066823426634072813e-01 1.073627081885933920e+00 7.209795910865068880e-01
2.697249639779329411e-01 3.544180810451507541e-02 8.050224103033543077e-01 8.772878691554070185e-01 9.421407602727412955e-01
2.717336762696505037e-01 5.998826123774052277e-02 6.443552047014236006e-01 1.077192345634102821e+00 7.334194291383028252e-01
3.719204980880022049e-01 4.030998341739178148e-02 7.423042964190245119e-01 8.735284373164177163e-01 9.046290449798106703e-01
4.429566260427236779e-01 6.818528484553099123e-02 5.035196963697672334e-01 1.158055169135332019e+00 8.116441484540700690e-01
1.383891906589269638e-01 3.163444843143224661e-02 8.081092871725559235e-01 9.926640953868627326e-01 6.264090225100517051e-01
1.888220854103565272e-01 6.033590182662010304e-02 7.642456624656915887e-01 9.091377563774586390e-01 6.743428189307451026e-01
4.925243474543095079e-01 3.940518230199813871e-02 6.725465901196002738e-01 1.143267604336142496e+00 8.875080011785030365e-01
3.223527729511260764e-01 5.150899488478899446e-02 8.863128781318665439e-01 8.275013599544763787e-01 9.961236324161291122e-01
2.213007777929306141e-01 4.871059957891703263e-02 5.754732709378004296e-01 1.024902467429637865e+00 7.657346978783607927e-01
2.288681749254465325e-01 6.548495117574931745e-02 8.594293307512999025e-01 1.112281600385904401e+00 9.262583330273628235e-01
3.274806771427393182e-01 3.453960258513689291e-02 5.523005515336990578e-01 9.401725824922323449e-01 7.114942099899053130e-01
4.577093135565519777e-01 5.634066194295883623e-02 7.877648390829563585e-01 1.030644327774643987e+00 6.044837199151515961e-01
1.609417956322431731e-01 4.351787194609642306e-02 6.989955607801675574e-01 8.218083336949348894e-01 8.332733292132615821e-01
1.113862805068492889e-01 5.481451120227576190e-02 5.304064877331257088e-01 8.802865806967020701e-01 8.659731373190879822e-01
4.072642110288143824e-01 4.512160371989011598e-02 8.312852475792169571e-01 1.070385380089283078e+00 6.963628228753805383e-01
3.779257819056510703e-01 6.333868376910686826e-02 6.208392720669507758e-01 9.611500896513461845e-01 7.877548091113567574e-01
2.784236922860146013e-01 3.676345206797122789e-02 7.158585667610168901e-01 1.189520340785384267e+00 9.745888520032167657e-01
2.978373181074858156e-01 6.431025482714176900e-02 5.702080879360437171e-01 8.437853414565325005e-01 6.444742955267429574e-01
3.960084598511457443e-01 3.586109153926372861e-02 8.681575365364551100e-01 1.003784888982772738e+00 8.185773704200982603e-01
4.125698450952768326e-01 5.251703929156065209e-02 6.793786585330963135e-01 9.129225187003612296e-01 9.224982649087906106e-01
1.185843858867883793e-01 4.719531740993261615e-02 7.839686553925275803e-01 1.134649233147501990e+00 7.405457001179456267e-01
1.682490989565849360e-01 5.599577173590660623e-02 8.399646490812302524e-01 1.163646572083234743e+00 7.601656086742878404e-01
4.629044190049171892e-01 4.379416674375534446e-02 5.482651721686124802e-01 9.856570523232222047e-01 9.766881171613931434e-01
3.456738881766796556e-01 6.715910393744707607e-02 7.120135311037302239e-01 1.095282967761158854e+00 8.821364879608153409e-01
2.481726072728633881e-01 3.308982316404580903e-02 6.011735655367373976e-01 8.540221869945526789e-01 6.547127317637204680e-01
2.016399856656789780e-01 5.115456763654947780e-02 7.351877756416798082e-01 9.667895399034023285e-01 8.404049169272184150e-01
3.045112099498510361e-01 4.897735793143510874e-02 6.280586395412683931e-01 1.182562918588518919e+00 6.223567306995391180e-01
4.868799913674592972e-01 6.202004879713059193e-02 8.135172050446272118e-01 8.984268117696047051e-01 7.184282187372446060e-01
1.819688517600298039e-01 3.796539768576621954e-02 5.247475206851959229e-01 1.050927165150642439e+00 9.443259187042712943e-01
1.316220700740814431e-01 6.916578259319067223e-02 6.562011729925870673e-01 1.046880261972546577e+00 9.549610774964094606e-01
4.372274845838547419e-01 3.074101399630307929e-02 7.570803374052048618e-01 8.006411343812942505e-01 7.823840826749801636e-01
3.541637130081654039e-01 5.768018476665020405e-02 5.966522909700870958e-01 1.116016753762960390e+00 6.769310984760522620e-01
2.519867636263370958e-01 4.237309195101261056e-02 8.916719440370798333e-01 9.315061759203672187e-01 8.604093648493289503e-01
2.607682242989540211e-01 6.764332357794047845e-02 7.997612643986939940e-01 8.584260296076536845e-01 7.703160569071769714e-01
3.578851744532585144e-01 3.234250623732805308e-02 6.885309301316737685e-01 1.092268820852041245e+00 9.915377017110585944e-01
4.256995938718318717e-01 5.928028911352158092e-02 8.530967786908150163e-01 9.767850548028945701e-01 8.985360078513622284e-01
1.306469731032848525e-01 4.085203036665916582e-02 5.602259334176779015e-01 1.173911314085125834e+00 6.633132923394441383e-01
1.809814494103193505e-01 5.205093707889318910e-02 6.166368708014487998e-01 1.127896633744239763e+00 6.374494209885597229e-01
4.753642093390226808e-01 4.800256084650755123e-02 7.216171767562628014e-01 9.245316077023744139e-01 8.006022181361913681e-01
3.082205567508936039e-01 6.104385487735271981e-02 5.320696372538804564e-01 1.008754880353808447e+00 9.092224143445492013e-01
2.104337457567453384e-01 3.886315442621707944e-02 8.311905138194561893e-01 8.436748944222927094e-01 7.288214761763811556e-01
2.397788852453232034e-01 5.689246512949466816e-02 5.089060865342617257e-01 9.310517132282256636e-01 9.635608453303575738e-01
3.415707409381866233e-01 4.281965605914592882e-02 8.043161083012819734e-01 1.121425362303853035e+00 7.987843357026577218e-01
4.748261548578739388e-01 6.618323396891356847e-02 6.430705722421408144e-01 8.119106452912092653e-01 6.917814638465642485e-01
1.688242025673389324e-01 3.398786630481481774e-02 7.451211050152778403e-01 1.040567951649427503e+00 8.705590680241583890e-01
1.191717948764562662e-01 6.278689965605735446e-02 8.762574698776006699e-01 1.061533061787486076e+00 8.286799598485231622e-01
4.244794722646475504e-01 3.746164888143539706e-02 5.870974764227867571e-01 8.891129545867443307e-01 6.090816728770732658e-01
3.919174272567034212e-01 5.411624748259782902e-02 7.733247034251690133e-01 1.179891210794448808e+00 7.004538115113974062e-01
2.894312966614961402e-01 4.567332092672586608e-02 6.650241393595933692e-01 9.707563359290360960e-01 9.373002633452415244e-01
2.836988188326359239e-01 5.321532670408488097e-02 8.239574000239372475e-01 1.012539642676711038e+00 6.563800435513257314e-01
3.851477332413196786e-01 4.664358574897051191e-02 5.127267088741064294e-01 8.350565232336522037e-01 8.804707080125808716e-01
4.047358959913254228e-01 6.486205309629440585e-02 7.272868353873491731e-01 1.144180615246295885e+00 9.844114515930414422e-01
1.014175832271576039e-01 3.516287073493003928e-02 6.344155840575694816e-01 9.034140292555093987e-01 7.524468578398227914e-01
1.509854037314653508e-01 6.646083559840917920e-02 5.908692467957734618e-01 9.948756769299507141e-01 7.482570122927427736e-01
4.551688898354768753e-01 3.364153575152158820e-02 8.958499573171139208e-01 1.154405063763260797e+00 9.147915244102478027e-01
3.347147431224584690e-01 5.544399254024029444e-02 6.563203468918800132e-01 8.640174325555562973e-01 8.202322784811257872e-01
2.341310020536184477e-01 4.449236847460270178e-02 7.554415818303823471e-01 1.085261777788400606e+00 6.428209073841572030e-01
2.156260870397090912e-01 6.131207205355167916e-02 6.831962790340184721e-01 1.198031441867351443e+00 8.526860304176806515e-01
3.155243329703807942e-01 3.850744001567363989e-02 7.786066576838492903e-01 9.512981209903955682e-01 6.846498493105173111e-01
4.946714058518409951e-01 5.061261128634214623e-02 5.673668436706066354e-01 1.067172512039542109e+00 7.807167708873749001e-01
1.991781875491142328e-01 4.968542065471411029e-02 8.694177825003862603e-01 8.821555323898792045e-01 9.566268574446439299e-01
1.487329874187708068e-01 5.838814243674278481e-02 7.004137657582759635e-01 8.156457986682653649e-01 9.426710106432437675e-01
4.451157931238413079e-01 4.183106869459152222e-02 6.112533677369356155e-01 1.031901545077562377e+00 7.200816068798303604e-01
3.650799434632062690e-01 6.970771986991167180e-02 8.474626656621695453e-01 9.472876474261283652e-01 6.146454185247420821e-01
2.660712849348783604e-01 3.003297034651040975e-02 5.391617432236671670e-01 1.100258162990212396e+00 8.481116574257612228e-01
2.625207442790269963e-01 6.077345684170723517e-02 8.351039301604032961e-01 9.556665319949388948e-01 9.901615593582391295e-01
3.686327505856752396e-01 3.920173466205596757e-02 5.266076892614364180e-01 1.196543502807617010e+00 7.720767416059970412e-01
4.477889325469732729e-01 5.242018330842256740e-02 7.130184032022952589e-01 8.873082272708415763e-01 6.681924682110548241e-01
1.460575398057699370e-01 4.772101972252131008e-02 6.236626986414194329e-01 1.064900301024317653e+00 8.940535336732864380e-01
1.956245936453342438e-01 5.894144125282764490e-02 5.547502465546131356e-01 1.036123453825712248e+00 8.050976339727640152e-01
4.982211597263813685e-01 4.112216077744960951e-02 8.569964680820703062e-01 8.147926550358534081e-01 6.325572498142718603e-01
3.182005196809768455e-01 6.792459826916456833e-02 6.955674450844526735e-01 1.105264391377568156e+00 7.270722579210996406e-01
2.129536867141723633e-01 3.197299357503652351e-02 7.911731660366059238e-01 9.456501722335814986e-01 9.105871319770812988e-01
2.368316028267145323e-01 5.375332947820425644e-02 6.689247936010360718e-01 8.329796217381955081e-01 7.939043939113616943e-01
3.320179287344217078e-01 4.594867806881666739e-02 7.678507220000028166e-01 1.017887641116976827e+00 9.680440794676542504e-01
4.515908818691969362e-01 6.305386863648893003e-02 5.785103205591439757e-01 9.021214116364717484e-01 8.719359703361988512e-01
1.545595716685056742e-01 3.712665863335132266e-02 8.832957126200199349e-01 1.148744341731071428e+00 6.900200132280588372e-01
1.041151367127895466e-01 6.590814445167780811e-02 7.396578107029199156e-01 1.152572285011410624e+00 6.108301252126693281e-01
4.020360343158245753e-01 3.435105193406343127e-02 6.469819016754627672e-01 9.996865957975387129e-01 8.273160021752119508e-01
3.815727785229683366e-01 5.722772181034088690e-02 8.113406121730803999e-01 1.084213318675756543e+00 9.328056074678897636e-01
2.872760400176048723e-01 4.255295351147651839e-02 5.003052037209272385e-01 8.680440198630094972e-01 7.053452167659998162e-01
2.929082136601209863e-01 5.508427813649177662e-02 7.609047181904315948e-01 1.123062810674309686e+00 8.759874992072582689e-01
3.884382437914609687e-01 4.478344142436981035e-02 6.524088833481073157e-01 9.260455116629600081e-01 6.612600076943635496e-01
4.216846439987421702e-01 6.672124374657870116e-02 8.888253193348646386e-01 1.041421116143464998e+00 7.542082831263542397e-01
1.219689313322305790e-01 3.329296562820673044e-02 5.994699716567992720e-01 8.076887156814337443e-01 9.830345269292593002e-01
1.723041728138923756e-01 6.457063622772693523e-02 6.305147957056760344e-01 8.913851864635944366e-01 9.161554597318172233e-01
4.713500246405601946e-01 3.552224121987819505e-02 7.327606588602065818e-01 1.056380346044897944e+00 7.465085346251726373e-01
3.387728653848171012e-01 5.356355410069227330e-02 5.213137067854404227e-01 9.722442481666803138e-01 6.379295244812964727e-01
2.425729744136333466e-01 4.638283487409353145e-02 8.169190231710672379e-01 1.175522826611995697e+00 8.247269596904516220e-01
2.076602842658758219e-01 6.945090290158986712e-02 5.446376774460077730e-01 1.088242206722497940e+00 6.828891899436712043e-01
3.109902318567037693e-01 3.037811260670423424e-02 8.435631997883319411e-01 8.594745155423879623e-01 8.540621951222420183e-01
4.788197655230760352e-01 5.874167166650295924e-02 6.042170763015747292e-01 1.169100416079163596e+00 9.611093062907457574e-01
1.775297332555055840e-01 4.154632277786731581e-02 7.090021114796399848e-01 9.786178126931190935e-01 7.758375726640224235e-01
1.278765588998794778e-01 5.026781294494867686e-02 8.655045896768569502e-01 9.199679020792246309e-01 7.249737557023763213e-01
4.284723162651061790e-01 4.994258154183626314e-02 5.728290390223265138e-01 1.129189230501651764e+00 9.381755694746971574e-01
3.613376773893833827e-01 6.159716069698334406e-02 7.872056785970926729e-01 8.383268691599369271e-01 8.467469621449709161e-01
2.573134548962116019e-01 3.815425351262092396e-02 6.761706747114658578e-01 1.010831808671355247e+00 6.163946621119975600e-01
2.547850236296653748e-01 5.186839457601309655e-02 5.840616010129451308e-01 1.186937415227293791e+00 9.028805881738662942e-01
3.513692453503608482e-01 4.841921191662550139e-02 8.792766083031893221e-01 9.652955271303653717e-01 7.347833853214978950e-01
4.337471358478069972e-01 6.007517896592617923e-02 6.686471458524465561e-01 1.056073774397373155e+00 6.309036768972873244e-01
1.350985847413539997e-01 3.975343771278858074e-02 7.697215810418129855e-01 8.961606744676828828e-01 8.067527387291193453e-01
1.847640585154295134e-01 6.847640607506036425e-02 8.010836925357580629e-01 8.048691645264626215e-01 8.923879384994506392e-01
4.840824704617262553e-01 3.127478230744600018e-02 5.121187135577202065e-01 1.046020985022187322e+00 6.698595833033322844e-01
3.010339085012674332e-01 5.963973820209503285e-02 7.477664880454539809e-01 9.365062829107045905e-01 7.643577940762042999e-01
2.051195476204157042e-01 4.057043865323066434e-02 6.404420215636491553e-01 1.114385411888360933e+00 9.978850785642862098e-01
2.447197198867797907e-01 6.359581544995307478e-02 7.244593132287263648e-01 1.001714073121547699e+00 7.069987896829843521e-01
3.491290360689163208e-01 3.641862452030181913e-02 6.138146184384822845e-01 8.491272661834955437e-01 9.311505027115345445e-01
4.656752116978168932e-01 5.446129668504000321e-02 8.273737683892250505e-01 1.133350529894232794e+00 8.350225459784269555e-01
1.654759921133518441e-01 4.540666434913873811e-02 5.358696456998586211e-01 9.174923188984394073e-01 6.031189978122710738e-01
1.151284512132406262e-01 5.668575592339039626e-02 6.919571802020072493e-01 9.838303949683904204e-01 6.977389607578515784e-01
4.160219457000494669e-01 4.326100669801235393e-02 7.963518466800452167e-01 1.168451357632875443e+00 8.642124511301516598e-01
3.987823057919740455e-01 6.520015817135572933e-02 5.577743846923113313e-01 8.529676064848900063e-01 9.697096746414899382e-01
2.950672645121812931e-01 3.489308472722768562e-02 8.555285386741161568e-01 1.099315688386559575e+00 7.922372788190841231e-01
2.757478840649127960e-01 6.742920633405447006e-02 6.082117941230535951e-01 9.418039452284574509e-01 8.136852260679006132e-01
3.805977977812290414e-01 3.275094728916883718e-02 7.034263953566550764e-01 1.107281472533941269e+00 6.489697381854057090e-01
4.108174204826354758e-01 5.562622986733913727e-02 5.427912108600139174e-01 8.226675838232040405e-01 7.419103968888520750e-01
1.078369051218032865e-01 4.407541222870350189e-02 8.438652891665696654e-01 1.026416324451565831e+00 9.207490257918834464e-01
1.582690406590700205e-01 5.285557243973017238e-02 7.753677807748318163e-01 1.072651490569114685e+00 9.784487809985875639e-01
4.603843826800585459e-01 4.692487228661775672e-02 6.864031601697206941e-01 8.751399982720613480e-01 7.587894454598427263e-01
